intervention_task_time,intervention_task_id,intervention_task_name,is_completed,participant_id,participant_started_at,invite_code,current_day_of_study,current_intervention_id,current_intervention_name
2025-04-08 07:00:18.506922Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,14,fe5370a9-aeb4-4c5c-ae71-16b5c6991477,Keeping a journal 
2025-04-06 16:07:20.759412Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,12,fe5370a9-aeb4-4c5c-ae71-16b5c6991477,Keeping a journal 
2025-04-06 11:28:21.620747Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,58a3d635-be54-48f6-b8f3-db873a85672d,2025-04-05 23:00:00.000Z,,0,fe5370a9-aeb4-4c5c-ae71-16b5c6991477,Keeping a journal 
2025-04-05 07:27:24.508473Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,11,bbf59533-9d6d-439a-9752-5aa019d76f08,Not keeping a journal 
2025-04-04 07:00:55.182013Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,10,bbf59533-9d6d-439a-9752-5aa019d76f08,Not keeping a journal 
2025-04-03 07:04:56.248139Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,9,bbf59533-9d6d-439a-9752-5aa019d76f08,Not keeping a journal 
2025-04-02 06:15:53.090640Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,8,bbf59533-9d6d-439a-9752-5aa019d76f08,Not keeping a journal 
2025-04-01 07:00:35.812338Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,7,bbf59533-9d6d-439a-9752-5aa019d76f08,Not keeping a journal 
2025-03-31 07:12:40.264952Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,6,bbf59533-9d6d-439a-9752-5aa019d76f08,Not keeping a journal 
2025-03-30 08:02:32.729298Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,5,bbf59533-9d6d-439a-9752-5aa019d76f08,Not keeping a journal 
2025-03-29 08:54:03.745977Z,d5239fc5-d463-4e2c-8575-671570b78089,Avoid keeping a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,4,bbf59533-9d6d-439a-9752-5aa019d76f08,Not keeping a journal 
2025-03-28 16:28:26.087618Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,3,fe5370a9-aeb4-4c5c-ae71-16b5c6991477,Keeping a journal 
2025-03-27 08:00:33.456503Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,2,fe5370a9-aeb4-4c5c-ae71-16b5c6991477,Keeping a journal 
2025-03-25 16:41:07.120349Z,2e61ce01-f5c7-42fc-9978-63a3bdd0dcd4,Keep a journal!,true,a94b6597-769f-4b96-b750-e9b98f62c988,2025-03-24 23:00:00.000Z,,0,fe5370a9-aeb4-4c5c-ae71-16b5c6991477,Keeping a journal 
